,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_final_estimator__gamma,param_final_estimator__learning_rate,param_final_estimator__max_depth,param_gb__max_depth,param_gb__max_features,param_rf__max_features,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
47,1105.440197110176,30.721694827079773,1.76506769657135,0.0840681791305542,1,0.1,3,5,8,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 8, 'rf__max_features': 5}",0.8204440387520161,0.8234898677079173,0.8219669532299667,0.0015229144779506099,1,0.9485837727827932,0.9424439369659319,0.9455138548743625,0.0030699179084306416
107,1224.630375623703,80.82835626602173,1.2265454530715942,0.13282835483551025,5,0.01,8,5,8,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 8, 'gb__max_depth': 5, 'gb__max_features': 8, 'rf__max_features': 5}",0.8219200473632062,0.8217525878878252,0.8218363176255157,8.372973769049663e-05,2,0.9506824152569369,0.9608289197997938,0.9557556675283654,0.005073252271428463
45,1225.5908091068268,143.44732189178467,1.891173005104065,0.0218278169631958,1,0.1,3,5,5,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 5, 'rf__max_features': 5}",0.8209291935393627,0.8225647996338323,0.8217469965865976,0.0008178030472348329,3,0.9636202683134817,0.9491662743184253,0.9563932713159535,0.007226996997528212
21,1215.6357246637344,0.25274908542633057,1.1060487031936646,0.024392008781433105,1,0.01,5,5,5,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 5, 'gb__max_depth': 5, 'gb__max_features': 5, 'rf__max_features': 5}",0.8219624253539618,0.8214734761049908,0.8217179507294763,0.0002444746244855134,4,0.951677093793374,0.9341256208548988,0.9429013573241364,0.008775736469237572
95,1212.742473244667,39.915303111076355,0.9497874975204468,0.0033305883407592773,5,0.01,5,5,8,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 5, 'gb__max_depth': 5, 'gb__max_features': 8, 'rf__max_features': 5}",0.8211654963804981,0.821935450737536,0.8215504735590171,0.00038497717851898594,5,0.9561545618918719,0.9627572269699564,0.9594558944309142,0.0033013325390422454
37,1128.7413890361786,46.32685160636902,1.3962390422821045,0.266585111618042,1,0.1,3,2,2,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 2, 'gb__max_features': 2, 'rf__max_features': 5}",0.8207801496893825,0.822104358169296,0.8214422539293392,0.0006621042399567179,6,0.9501646136490168,0.9275799740249415,0.9388722938369791,0.011292319812037654
57,919.232436299324,3.445044159889221,1.459479808807373,0.5616259574890137,1,0.1,5,5,5,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 5, 'gb__max_depth': 5, 'gb__max_features': 5, 'rf__max_features': 5}",0.8221747850261921,0.8206645417296249,0.8214196633779085,0.0007551216482836187,7,0.9543386460605551,0.9296418746200905,0.9419902603403227,0.01234838572023228
87,1207.0007688999176,117.28633761405945,1.8652751445770264,0.42512965202331543,5,0.01,5,2,5,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 5, 'gb__max_depth': 2, 'gb__max_features': 5, 'rf__max_features': 5}",0.8213443371183111,0.8211494133561257,0.8212468752372184,9.74618810927197e-05,8,0.9524736795069728,0.9262038728118195,0.9393387761593961,0.013134903347576665
11,1301.3612483739853,36.96107494831085,2.531997561454773,0.8219994306564331,1,0.01,3,5,8,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 8, 'rf__max_features': 5}",0.8204465766020038,0.8220183880470784,0.8212324823245412,0.0007859057225372834,9,0.9456956259948295,0.9565476933641887,0.9511216596795091,0.005426033684679588
79,1193.3813138008118,2.673755168914795,1.5937514305114746,0.2968788146972656,5,0.01,3,5,2,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 2, 'rf__max_features': 5}",0.8213572336570407,0.821062485183629,0.8212098594203349,0.00014737423670585503,10,0.9585862161377616,0.9554731848615869,0.9570297004996743,0.0015565156380873413
9,1264.2641733884811,0.17899787425994873,1.9155007600784302,0.2684997320175171,1,0.01,3,5,5,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 5, 'rf__max_features': 5}",0.8211448295879734,0.8211068662998591,0.8211258479439163,1.8981644057169955e-05,11,0.9581775730093501,0.9610725234316135,0.9596250482204818,0.001447475211131699
7,1154.3621661663055,145.26211261749268,0.945500373840332,0.02249884605407715,1,0.01,3,5,2,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 2, 'rf__max_features': 5}",0.8216659157547711,0.82058511197785,0.8211255138663105,0.000540401888460551,12,0.9455217485330649,0.9570192711120313,0.9512705098225481,0.005748761289483206
75,972.4559242725372,38.943843364715576,0.742186427116394,0.00781095027923584,5,0.01,3,2,5,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 3, 'gb__max_depth': 2, 'gb__max_features': 5, 'rf__max_features': 5}",0.8224263720908199,0.8197414809667916,0.8210839265288057,0.0013424455620141829,13,0.9420420186884008,0.9221859640855552,0.932113991386978,0.009928027301422782
93,1156.665618300438,16.637441992759705,1.497524619102478,0.04943549633026123,5,0.01,5,5,5,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 5, 'gb__max_depth': 5, 'gb__max_features': 5, 'rf__max_features': 5}",0.820988659268925,0.8210350555233628,0.8210118573961438,2.319812721890413e-05,14,0.962531449971497,0.9599498306611504,0.9612406403163236,0.0012908096551733084
23,1259.6198506355286,30.329213619232178,1.6817598342895508,0.04335427284240723,1,0.01,5,5,8,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 5, 'gb__max_depth': 5, 'gb__max_features': 8, 'rf__max_features': 5}",0.8204275642676007,0.8214132247093557,0.8209203944884782,0.0004928302208775381,15,0.9409318678427426,0.9410685047659817,0.9410001863043622,6.831846161953203e-05
104,1236.2399023771286,143.9213820695877,1.0764888525009155,0.2516399621963501,5,0.01,8,5,5,2,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 8, 'gb__max_depth': 5, 'gb__max_features': 5, 'rf__max_features': 2}",0.8229660174892575,0.8188412909090557,0.8209036541991566,0.0020623632901008992,16,0.9669249007840567,0.9373077411088256,0.9521163209464412,0.014808579837615521
59,1264.6663846969604,36.13822293281555,1.6439886093139648,0.3042759895324707,1,0.1,5,5,8,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 5, 'gb__max_depth': 5, 'gb__max_features': 8, 'rf__max_features': 5}",0.8194485073276108,0.8221988475824494,0.8208236774550302,0.001375170127419334,17,0.9367127778221355,0.9266360404138225,0.9316744091179789,0.005038368704156471
83,1151.3814891576767,113.98848235607147,1.6338125467300415,0.8681901693344116,5,0.01,3,5,8,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 8, 'rf__max_features': 5}",0.8203689718114503,0.8212600339073823,0.8208145028594163,0.00044553104796601906,18,0.9613217246416361,0.9653726936865702,0.9633472091641031,0.002025484522467036
105,1015.8142892122269,69.62028706073761,1.3906208276748657,0.6562436819076538,5,0.01,8,5,5,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 8, 'gb__max_depth': 5, 'gb__max_features': 5, 'rf__max_features': 5}",0.821063845607001,0.8205562907057734,0.8208100681563872,0.0002537774506137791,19,0.9671963735406739,0.9585705081089897,0.9628834408248318,0.004312932715842099
81,1128.5941650867462,86.9761745929718,1.39073646068573,0.03136169910430908,5,0.01,3,5,5,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 5, 'rf__max_features': 5}",0.8207357423209877,0.8208680103877439,0.8208018763543659,6.613403337812906e-05,20,0.961236632044658,0.9649346263728863,0.9630856292087722,0.00184899716411413
73,1156.5669481754303,1.539074182510376,0.9609280824661255,0.03905379772186279,5,0.01,3,2,2,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 3, 'gb__max_depth': 2, 'gb__max_features': 2, 'rf__max_features': 5}",0.8200187373847461,0.8215407982752689,0.8207797678300075,0.0007610304452614347,21,0.9478622366186237,0.9427757888269168,0.9453190127227702,0.0025432238958534303
131,1091.7707489728928,46.78551161289215,1.326638102531433,0.014138579368591309,5,0.1,5,5,8,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 5, 'gb__max_depth': 5, 'gb__max_features': 8, 'rf__max_features': 5}",0.8213547407601702,0.8201935150418265,0.8207741279009984,0.0005806128591718807,22,0.9343823192806223,0.9446044341004455,0.9394933766905339,0.005111057409911579
1,836.3559067249298,1.1294989585876465,1.0290011167526245,0.16000211238861084,1,0.01,3,2,2,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 3, 'gb__max_depth': 2, 'gb__max_features': 2, 'rf__max_features': 5}",0.8204862159750976,0.8209705494341518,0.8207283827046248,0.0002421667295270935,23,0.9249073022130551,0.9403446212782832,0.9326259617456691,0.0077186595326140806
129,1186.1245950460434,22.452025055885315,1.7422051429748535,0.039063453674316406,5,0.1,5,5,5,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 5, 'gb__max_depth': 5, 'gb__max_features': 5, 'rf__max_features': 5}",0.820802603235232,0.8206290997531562,0.8207158514941941,8.675174103789374e-05,24,0.9446634234599974,0.9460355462175372,0.9453494848387674,0.0006860613787698644
3,1248.4780662059784,2.3684980869293213,1.010500431060791,0.0005018711090087891,1,0.01,3,2,5,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 3, 'gb__max_depth': 2, 'gb__max_features': 5, 'rf__max_features': 5}",0.8224354551560767,0.8189414941895965,0.8206884746728367,0.0017469804832401237,25,0.9375264618624424,0.9200779212475335,0.928802191554988,0.00872427030745443
39,1028.4030170440674,110.93365240097046,1.478750467300415,0.32921743392944336,1,0.1,3,2,5,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 2, 'gb__max_features': 5, 'rf__max_features': 5}",0.8216418421279945,0.819721106250886,0.8206814741894403,0.0009603679385542518,26,0.9429103753505984,0.9230889317343413,0.9329996535424698,0.009910721808128575
123,1043.4301182031631,24.309825539588928,1.9140901565551758,0.21094155311584473,5,0.1,5,2,5,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 5, 'gb__max_depth': 2, 'gb__max_features': 5, 'rf__max_features': 5}",0.8206588130209412,0.8203446980672999,0.8205017555441205,0.00015705747682065452,27,0.9265388981706313,0.9071562096381366,0.9168475539043839,0.009691344266247348
51,1241.0189938545227,1.4840734004974365,1.7579984664916992,0.36199951171875,1,0.1,5,2,5,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 5, 'gb__max_depth': 2, 'gb__max_features': 5, 'rf__max_features': 5}",0.8210635687880139,0.8198577655201975,0.8204606671541057,0.0006029016339081927,28,0.9293912636969716,0.9068343573881632,0.9181128105425673,0.011278453154404178
141,849.8177106380463,11.68049430847168,1.2031300067901611,0.12500286102294922,5,0.1,8,5,5,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 8, 'gb__max_depth': 5, 'gb__max_features': 5, 'rf__max_features': 5}",0.8207872137201362,0.8200340443208279,0.820410629020482,0.00037658469965412555,29,0.960043302618988,0.9450130553965387,0.9525281790077633,0.007515123611224639
140,1129.8402349948883,64.87927889823914,1.3555655479431152,0.1524343490600586,5,0.1,8,5,5,2,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 8, 'gb__max_depth': 5, 'gb__max_features': 5, 'rf__max_features': 2}",0.8232188951904161,0.817566188645486,0.8203925419179511,0.002826353272465054,30,0.9534721847479235,0.9236352552133983,0.9385537199806608,0.014918464767262607
49,1217.4230126142502,105.11636579036713,1.0212171077728271,0.02821826934814453,1,0.1,5,2,2,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 5, 'gb__max_depth': 2, 'gb__max_features': 2, 'rf__max_features': 5}",0.8198603719323021,0.820855812033024,0.8203580919826631,0.0004977200503609724,31,0.9387149370758863,0.91507080604642,0.9268928715611531,0.011822065514733138
119,1103.8414044380188,0.35157084465026855,2.0546865463256836,0.10155653953552246,5,0.1,3,5,8,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 8, 'rf__max_features': 5}",0.8199650227483449,0.8206268539466508,0.8202959383474979,0.00033091559915293667,32,0.9388302483951214,0.9399627822614322,0.9393965153282768,0.0005662669331553682
127,1075.2945029735565,3.1826114654541016,1.1406294107437134,0.4062546491622925,5,0.1,5,5,2,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 5, 'gb__max_depth': 5, 'gb__max_features': 2, 'rf__max_features': 5}",0.8204365316792956,0.8200839310237626,0.8202602313515291,0.00017630032776649873,33,0.9379804541567797,0.9415812931076472,0.9397808736322134,0.0018004194754337455
41,1092.148629307747,109.8555656671524,1.2276790142059326,0.45873451232910156,1,0.1,3,2,8,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 2, 'gb__max_features': 8, 'rf__max_features': 5}",0.8220366823796736,0.8183888208317059,0.8202127516056898,0.0018239307739838506,34,0.9229689544408987,0.9161527939087942,0.9195608741748464,0.003408080266052216
17,1210.5454878807068,35.9761118888855,1.319723129272461,0.1850452423095703,1,0.01,5,2,8,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 5, 'gb__max_depth': 2, 'gb__max_features': 8, 'rf__max_features': 5}",0.8214700468967365,0.8189217635440353,0.820195905220386,0.001274141676350593,35,0.9111226621301257,0.9033361681385936,0.9072294151343596,0.003893246995766042
99,1106.9360064268112,21.407283902168274,0.666740894317627,0.05736231803894043,5,0.01,8,2,5,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 8, 'gb__max_depth': 2, 'gb__max_features': 5, 'rf__max_features': 5}",0.8208233413669568,0.8194183568353024,0.8201208491011296,0.0007024922658271926,36,0.9564315211662433,0.9305643640636267,0.943497942614935,0.012933578551308278
89,1184.0864909887314,58.31548869609833,1.080498456954956,0.45549774169921875,5,0.01,5,2,8,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 5, 'gb__max_depth': 2, 'gb__max_features': 8, 'rf__max_features': 5}",0.8218775538497669,0.8183252347688142,0.8201013943092905,0.0017761595404763297,37,0.9254713141192412,0.9163739168293014,0.9209226154742713,0.0045486986449699285
115,1088.378483057022,68.78513216972351,1.3087517023086548,0.0037511587142944336,5,0.1,3,5,2,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 2, 'rf__max_features': 5}",0.8194452801793937,0.8206150531964226,0.8200301666879082,0.0005848865085144594,38,0.935433173936143,0.9435551582330929,0.9394941660846179,0.00406099214847494
85,1165.346627831459,1.3281081914901733,1.1618596315383911,0.023429512977600098,5,0.01,5,2,2,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 5, 'gb__max_depth': 2, 'gb__max_features': 2, 'rf__max_features': 5}",0.8192763710840179,0.8207826575965711,0.8200295143402945,0.0007531432562766227,39,0.9414980861326888,0.9407826335303929,0.9411403598315409,0.00035772630114794257
55,1410.6967360973358,115.29347538948059,0.8264778852462769,0.0006729364395141602,1,0.1,5,5,2,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 5, 'gb__max_depth': 5, 'gb__max_features': 2, 'rf__max_features': 5}",0.8219467035229062,0.8180127443836263,0.8199797239532662,0.0019669795696399817,40,0.9405128444430203,0.9202367276348579,0.9303747860389391,0.010138058404081218
53,1256.2483752965927,108.11471092700958,1.3818837404251099,0.30651628971099854,1,0.1,5,2,8,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 5, 'gb__max_depth': 2, 'gb__max_features': 8, 'rf__max_features': 5}",0.8216240336796898,0.8182616366671519,0.8199428351734208,0.001681198506268966,41,0.9168182450212871,0.9110965538205352,0.9139573994209111,0.0028608456003759164
43,1054.6167933940887,174.44599413871765,1.8187613487243652,0.7872450351715088,1,0.1,3,5,2,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 2, 'rf__max_features': 5}",0.8195569320586639,0.8202889425295751,0.8199229372941195,0.00036600523545560204,42,0.9467184620561614,0.9437565185258759,0.9452374902910187,0.0014809717651427245
15,1143.8958011865616,110.9911972284317,1.1672444343566895,0.11524581909179688,1,0.01,5,2,5,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 5, 'gb__max_depth': 2, 'gb__max_features': 5, 'rf__max_features': 5}",0.8217246577486842,0.8180452085216046,0.8198849331351443,0.001839724613539817,43,0.939062254371845,0.9177923721758178,0.9284273132738314,0.010634941098013606
143,593.0758981704712,0.42969846725463867,0.984379768371582,0.015628814697265625,5,0.1,8,5,8,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 8, 'gb__max_depth': 5, 'gb__max_features': 8, 'rf__max_features': 5}",0.8197510803314233,0.8199728405688874,0.8198619604501554,0.00011088011873205961,44,0.9312047566465578,0.9420648443917058,0.9366348005191318,0.0054300438725740086
91,976.8889627456665,0.44530487060546875,1.4609220027923584,0.02344489097595215,5,0.01,5,5,2,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 5, 'gb__max_depth': 5, 'gb__max_features': 2, 'rf__max_features': 5}",0.8195885060941586,0.8201264857824624,0.8198574959383105,0.0002689898441519123,45,0.9616284651145037,0.9594749468068614,0.9605517059606825,0.0010767591538211607
92,1190.1185281276703,1.187495470046997,1.593756079673767,0.04687392711639404,5,0.01,5,5,5,2,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 5, 'gb__max_depth': 5, 'gb__max_features': 5, 'rf__max_features': 2}",0.8216094697371514,0.8181025923501867,0.8198560310436691,0.0017534386934823787,46,0.9654261635283996,0.9404248557944982,0.9529255096614488,0.012500653866950706
121,997.0374567508698,11.950445652008057,0.6093751192092896,5.960464477539062e-07,5,0.1,5,2,2,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 5, 'gb__max_depth': 2, 'gb__max_features': 2, 'rf__max_features': 5}",0.8199982187686586,0.8195503389725294,0.819774278870594,0.000223939898064629,47,0.9373204128798852,0.9207520274459267,0.9290362201629059,0.008284192716979277
103,1079.7410131692886,13.928111910820007,0.8046847581863403,0.023436427116394043,5,0.01,8,5,2,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 8, 'gb__max_depth': 5, 'gb__max_features': 2, 'rf__max_features': 5}",0.8201975691303122,0.819198500838739,0.8196980349845255,0.0004995341457865732,48,0.9548645162932008,0.9595354553643282,0.9571999858287645,0.0023354695355636834
117,1135.1630345582962,13.240312218666077,1.906236171722412,0.18752241134643555,5,0.1,3,5,5,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 5, 'rf__max_features': 5}",0.8185401851335198,0.8204845029489901,0.819512344041255,0.0009721589077351656,49,0.9481136203788397,0.9455149345878823,0.946814277483361,0.0012993428954787278
111,977.1265256404877,2.605891704559326,1.0666357278823853,0.42600691318511963,5,0.1,3,2,5,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 2, 'gb__max_features': 5, 'rf__max_features': 5}",0.820011412603965,0.818984462220123,0.819497937412044,0.0005134751919210201,50,0.9203009401689969,0.9111285978537551,0.915714769011376,0.0045861711576208886
5,1250.040066242218,0.19250154495239258,1.2995092868804932,0.04651045799255371,1,0.01,3,2,8,5,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 3, 'gb__max_depth': 2, 'gb__max_features': 8, 'rf__max_features': 5}",0.8209287988303113,0.8179969359063303,0.8194628673683209,0.0014659314619905328,51,0.9095780459521501,0.9162805566633543,0.9129293013077522,0.0033512553556021007
80,1260.8591611385345,61.022839307785034,2.3091577291488647,0.09041750431060791,5,0.01,3,5,5,2,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 5, 'rf__max_features': 2}",0.8212070673513826,0.8176348566417099,0.8194209619965462,0.0017861053548363648,52,0.9661859668737816,0.9424860440465376,0.9543360054601595,0.01184996141362199
77,1152.6908946037292,56.39507865905762,1.109387993812561,0.06250345706939697,5,0.01,3,2,8,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 3, 'gb__max_depth': 2, 'gb__max_features': 8, 'rf__max_features': 5}",0.8207330541961032,0.8181034874145208,0.8194182708053119,0.0013147833907912188,53,0.9179816415587142,0.9200106298644738,0.918996135711594,0.0010144941528797968
139,1051.548230290413,41.794520020484924,1.1250038146972656,0.10938453674316406,5,0.1,8,5,2,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 8, 'gb__max_depth': 5, 'gb__max_features': 2, 'rf__max_features': 5}",0.8192294163219473,0.8195831748520978,0.8194062955870225,0.00017687926507520269,54,0.9469928904739493,0.9431731405802638,0.9450830155271066,0.001909874946842749
42,1264.5990649461746,114.53810012340546,2.8880860805511475,0.02891373634338379,1,0.1,3,5,2,2,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 2, 'rf__max_features': 2}",0.8215039881309764,0.8172858960926925,0.8193949421118345,0.0021090460191419136,55,0.938034266769184,0.9343215607417076,0.9361779137554458,0.00185635301373821
101,1110.7328770160675,1.6740663051605225,0.6640641689300537,0.0703132152557373,5,0.01,8,2,8,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 8, 'gb__max_depth': 2, 'gb__max_features': 8, 'rf__max_features': 5}",0.8212282568655039,0.817514738942523,0.8193714979040134,0.0018567589614904567,56,0.935073844784387,0.9137036576083006,0.9243887511963438,0.010685093588043204
133,1077.6983798742294,0.32032477855682373,1.5937494039535522,0.062487244606018066,5,0.1,8,2,2,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 8, 'gb__max_depth': 2, 'gb__max_features': 2, 'rf__max_features': 5}",0.8203802095978459,0.818351114014955,0.8193656618064005,0.0010145477914454415,57,0.9412067484273692,0.9270711571188752,0.9341389527731222,0.007067795654246978
109,964.2052190303802,5.003754377365112,0.8804171085357666,0.11959266662597656,5,0.1,3,2,2,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 2, 'gb__max_features': 2, 'rf__max_features': 5}",0.8183467284550116,0.8199993732243076,0.8191730508396595,0.0008263223846480261,58,0.9277670223068474,0.9225235361821307,0.925145279244489,0.0026217430623583504
46,1075.5880320072174,0.5636670589447021,1.9399672746658325,0.09167277812957764,1,0.1,3,5,8,2,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 8, 'rf__max_features': 2}",0.8196197429281189,0.8187181547436831,0.8191689488359011,0.0004507940922178766,59,0.9372881395418412,0.932643455338736,0.9349657974402886,0.002322342101552577
40,1096.5743242502213,47.15294682979584,1.1160157918930054,0.2966538667678833,1,0.1,3,2,8,2,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 2, 'gb__max_features': 8, 'rf__max_features': 2}",0.8212806653091425,0.8169993028645712,0.8191399840868568,0.002140681222285612,60,0.9035778359854254,0.8965539776453556,0.9000659068153904,0.0035119291700349
125,953.2620069980621,0.9714314937591553,0.848003625869751,0.017997026443481445,5,0.1,5,2,8,5,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 5, 'gb__max_depth': 2, 'gb__max_features': 8, 'rf__max_features': 5}",0.8215035381226218,0.8166975978270948,0.8191005679748583,0.0024029701477634724,61,0.9129188190269354,0.9046247830690693,0.9087718010480024,0.004147017978933021
48,1212.5987941026688,61.77465999126434,1.1990022659301758,0.49900221824645996,1,0.1,5,2,2,2,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 5, 'gb__max_depth': 2, 'gb__max_features': 2, 'rf__max_features': 2}",0.8181005217867026,0.8200438296688994,0.819072175727801,0.0009716539410984382,62,0.9346172632278524,0.9045494605511468,0.9195833618894996,0.015033901338352806
44,1135.8921756744385,0.31770849227905273,1.271626591682434,0.02275240421295166,1,0.1,3,5,5,2,"{'final_estimator__gamma': 1, 'final_estimator__learning_rate': 0.1, 'final_estimator__max_depth': 3, 'gb__max_depth': 5, 'gb__max_features': 5, 'rf__max_features': 2}",0.8192444840686102,0.818837816894958,0.819041150481784,0.00020333358682605995,63,0.9504914271073199,0.9307636092713717,0.9406275181893458,0.009863908917974118
86,1223.8907940387726,3.720156192779541,0.7422032356262207,0.007830142974853516,5,0.01,5,2,5,2,"{'final_estimator__gamma': 5, 'final_estimator__learning_rate': 0.01, 'final_estimator__max_depth': 5, 'gb__max_depth': 2, 'gb__max_features': 5, 'rf__max_features': 2}",0.8213219022835143,0.8167243941970445,0.8190231482402794,0.0022987540432349296,64,0.9221473343308331,0.8998813861500654,0.9110143602404492,0.01113297409038383
